height_m,radius_micron,concentration_m3
0.0,0.04314622435561412,1.5119043185244413e-07
0.0,0.044458325110032414,1.5626219360999479e-07
0.0,0.04581032758042834,1.614914175363209e-07
0.0,0.04720344520024641,1.668828214530339e-07
0.0,0.04863892830411914,1.724412674322909e-07
0.0,0.050118065250052815,1.781717662245599e-07
0.0,0.05164218357573948,1.8407948181725502e-07
0.0,0.05321265119003304,1.9016973612837497e-07
0.0,0.054830877600658814,1.9644801383941196e-07
0.0,0.056498315179258435,2.0291996737192553e-07
0.0,0.05821646046490547,2.095914220123044e-07
0.0,0.05998685550726163,2.164683811893845e-07
0.0,0.06181108925057914,2.2355703190972157e-07
0.0,0.06369079895979148,2.3086375035547502e-07
0.0,0.06562767168997216,2.3839510764997688e-07
0.0,0.06762344580048071,2.461578757962605e-07
0.0,0.06967991251515468,2.5415903379392e-07
0.0,0.0717989175299478,2.6240577393988385e-07
0.0,0.07398236266945751,2.709055083188154e-07
0.0,0.07623220759382834,2.796658754890447e-07
0.0,0.07855047155756309,2.8869474737009674e-07
0.0,0.08093923522182055,2.980002363380658e-07
0.0,0.08340064252182622,3.0759070253527704e-07
0.0,0.08593690259107185,3.174747614008465e-07
0.0,0.08855029174403131,3.2766129142899686e-07
0.0,0.0912431555191715,3.3815944216209716e-07
0.0,0.09401791078409269,3.4897864242572367e-07
0.0,0.09687704790468729,3.6012860881315334e-07
0.0,0.09982313298026396,3.7161935442696297e-07
0.0,0.10285881014664294,3.8346119788565005e-07
0.0,0.10598680394928994,3.956647726034107e-07
0.0,0.10920992178861838,4.0824103635143e-07
0.0,0.11253105643965453,4.212012811093583e-07
0.0,0.11595318864832707,4.345571432158141e-07
0.0,0.1194793898067114,4.48320613827105e-07
0.0,0.1231128247096295,4.6250404969357873e-07
0.0,0.12685675439507957,4.771201842633353e-07
0.0,0.13071453907104466,4.921821391232727e-07
0.0,0.13468964113130735,5.07703435787809e-07
0.0,0.1387856282629768,5.236980078458819e-07
0.0,0.1430061766485176,5.401802134771555e-07
0.0,0.14735507426515415,5.571648483487071e-07
0.0,0.15183622428461158,5.746671589038074e-07
0.0,0.15645364857624464,5.927028560547445e-07
0.0,0.16121149131669926,6.112881292920006e-07
0.0,0.1661140227093451,6.304396612224822e-07
0.0,0.17116564281681879,6.501746425498873e-07
0.0,0.17637088551011643,6.70510787510657e-07
0.0,0.1817344225377807,6.914663497793982e-07
0.0,0.18726106771883388,7.130601388580767e-07
0.0,0.1929557812632205,7.353115369637216e-07
0.0,0.19882367422363662,7.582405164297873e-07
0.0,0.2048700130827425,7.818676576368367e-07
0.0,0.21110022447987428,8.06214167488661e-07
0.0,0.2175199000814979,8.31301898450396e-07
0.0,0.22413480159977617,8.571533681657814e-07
0.0,0.23095086596375325,8.837917796711731e-07
0.0,0.2379742106477979,9.112410422244417e-07
0.0,0.24521113916208737,9.395257927674969e-07
0.0,0.25266814671006016,9.686714180417024e-07
0.0,0.26035192601791524,9.987040773760078e-07
0.0,0.26826937334138923,1.029650726168341e-06
